name,weekly_gross_gbp,annual_gross_gbp,adjusted_gross_gbp,position,age,country,club,season,league,verified,bonus_gross_gbp,signed,expiration,years,total_gross_gbp,release_gbp,status,position_detail,active
Marley Watkins,11923,620000,"£ 669,117",F,30,Wales,Bristol,2020-2021,championship,,,,,,,,,,
Robert Glatzel,11923,620000,"£ 669,117",F,26,Germany,Cardiff,2020-2021,championship,,,,,,,,,,
Harvey Elliott,11923,620000,"£ 669,117",F,17,England,Blackburn,2020-2021,championship,,,,,,,,,,
Jake Cooper,11538,600000,"£ 647,532",D,25,England,Millwall,2020-2021,championship,,,,,,,,,,
Joe Williams,11538,600000,"£ 647,532",M,23,England,Bristol,2020-2021,championship,,,,,,,,,,
Scott Hogan,11538,600000,"£ 647,532",F,28,Ireland,Birmingham,2020-2021,championship,,,,,,,,,,
Alen Halilovic,11538,600000,"£ 647,532",F,24,Croatia,Birmingham,2020-2021,championship,,,,,,,,,,
Julian Borner,11538,600000,"£ 647,532",D,29,Germany,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Yoann Barbet,11538,600000,"£ 647,532",D,27,France,QPR,2020-2021,championship,,,,,,,,,,
Bradley Dack,11346,590000,"£ 636,740",F,26,England,Blackburn,2020-2021,championship,,,,,,,,,,
George Byers,10962,570000,"£ 615,156",M,24,Scotland,Swansea,2020-2021,championship,,,,,,,,,,
Nathan Byrne,10962,570000,"£ 615,156",D,28,England,Derby County,2020-2021,championship,,,,,,,,,,
Maikel Kieftenbeld,10000,520000,"£ 561,195",M,30,Netherlands,Millwall,2020-2021,championship,,,,,,,,,,
Scott Malone,10000,520000,"£ 561,195",D,29,England,Millwall,2020-2021,championship,,,,,,,,,,
Troy Parrott,10000,520000,"£ 561,195",F,18,Ireland,Millwall,2020-2021,championship,,,,,,,,,,
Matty James,10000,520000,"£ 561,195",M,29,England,Barnsley,2020-2021,championship,,,,,,,,,,
Gary Gardner,10000,520000,"£ 561,195",M,28,England,Birmingham,2020-2021,championship,,,,,,,,,,
George Friend,10000,520000,"£ 561,195",D,33,England,Birmingham,2020-2021,championship,,,,,,,,,,
Maikel Kieftenbeld,10000,520000,"£ 561,195",M,30,Netherlands,Birmingham,2020-2021,championship,,,,,,,,,,
Maxime Colin,10000,520000,"£ 561,195",D,28,France,Birmingham,2020-2021,championship,,,,,,,,,,
Rekeem Harper,10000,520000,"£ 561,195",M,20,England,Birmingham,2020-2021,championship,,,,,,,,,,
Jamal Lowe,10000,520000,"£ 561,195",F,26,England,Swansea,2020-2021,championship,,,,,,,,,,
Barry Douglas,10000,520000,"£ 561,195",D,31,Scotland,Blackburn,2020-2021,championship,,,,,,,,,,
Daryl Horgan,10000,520000,"£ 561,195",M,28,Ireland,Wycombe,2020-2021,championship,,,,,,,,,,
Elliott Bennett,10000,520000,"£ 561,195",D,31,Jamaica,Blackburn,2020-2021,championship,,,,,,,,,,
Morgan Fox,10000,520000,"£ 561,195",D,27,Wales,Stoke City,2020-2021,championship,,,,,,,,,,
Christian Norgaard,10000,520000,"£ 561,195",M,26,Denmark,Brentford,2020-2021,championship,,,,,,,,,,
Josef Bursik,10000,520000,"£ 561,195",K,20,England,Stoke City,2020-2021,championship,,,,,,,,,,
Jordan Cousins,10000,520000,"£ 561,195",M,26,England,Stoke City,2020-2021,championship,,,,,,,,,,
Emiliano Marcondes,10000,520000,"£ 561,195",F,25,Denmark,Brentford,2020-2021,championship,,,,,,,,,,
Ivan Toney,10000,520000,"£ 561,195",F,24,England,Brentford,2020-2021,championship,,,,,,,,,,
Luke Daniels,10000,520000,"£ 561,195",K,32,England,Brentford,2020-2021,championship,,,,,,,,,,
Mads Roerslev Rasmussen,10000,520000,"£ 561,195",D,21,Denmark,Brentford,2020-2021,championship,,,,,,,,,,
Rico Henry,10000,520000,"£ 561,195",D,23,England,Brentford,2020-2021,championship,,,,,,,,,,
Shandon Baptiste,10000,520000,"£ 561,195",M,22,Grenada,Brentford,2020-2021,championship,,,,,,,,,,
Vitaly Janelt,10000,520000,"£ 561,195",M,22,Germany,Brentford,2020-2021,championship,,,,,,,,,,
Kadeem Harris,10000,520000,"£ 561,195",M,27,England,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Kieffer Moore,10000,520000,"£ 561,195",F,28,Wales,Cardiff,2020-2021,championship,,,,,,,,,,
Elias Kachunga,10000,520000,"£ 561,195",F,28,Democratic Republic of the Congo,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Marlon Pack,10000,520000,"£ 561,195",M,29,England,Cardiff,2020-2021,championship,,,,,,,,,,
Chey Dunkley,10000,520000,"£ 561,195",D,28,Jamaica,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Callum O'Hare,10000,520000,"£ 561,195",F,22,England,Coventry,2020-2021,championship,,,,,,,,,,
Stefan Johansen,10000,520000,"£ 561,195",M,30,Norway,QPR,2020-2021,championship,,,,,,,,,,
Matty James,10000,520000,"£ 561,195",M,29,England,Coventry,2020-2021,championship,,,,,,,,,,
Luke Amos,10000,520000,"£ 561,195",M,23,England,QPR,2020-2021,championship,,,,,,,,,,
Lee Wallace,10000,520000,"£ 561,195",D,33,Scotland,QPR,2020-2021,championship,,,,,,,,,,
Chris Willock,10000,520000,"£ 561,195",F,22,England,QPR,2020-2021,championship,,,,,,,,,,
Tom Barkhuizen,10000,520000,"£ 561,195",F,27,England,Preston,2020-2021,championship,,,,,,,,,,
Martyn Waghorn,10000,520000,"£ 561,195",F,30,England,Derby County,2020-2021,championship,,,,,,,,,,
Anthony Gordon,10000,520000,"£ 561,195",F,19,England,Preston,2020-2021,championship,,,,,,,,,,
Alan Browne,10000,520000,"£ 561,195",M,25,Ireland,Preston,2020-2021,championship,,,,,,,,,,
Zach Clough,10000,520000,"£ 561,195",F,25,England,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Sammy Ameobi,10000,520000,"£ 561,195",F,28,England,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Michael Dawson,10000,520000,"£ 561,195",D,36,England,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Joe Worrall,10000,520000,"£ 561,195",D,23,England,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Jack Colback,10000,520000,"£ 561,195",M,30,England,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Cafu,10000,520000,"£ 561,195",M,27,Portugal,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Xavi Quintilla,10000,520000,"£ 561,195",D,24,Spain,Norwich,2020-2021,championship,,,,,,,,,,
Ashley Fletcher,10000,520000,"£ 561,195",F,25,England,Middlesbrough,2020-2021,championship,,,,,,,,,,
Grant Hall,10000,520000,"£ 561,195",D,28,England,Middlesbrough,2020-2021,championship,,,,,,,,,,
Marcus Tavernier,10000,520000,"£ 561,195",M,21,England,Middlesbrough,2020-2021,championship,,,,,,,,,,
Jacob Lungi Sorensen,10000,520000,"£ 561,195",M,22,Denmark,Norwich,2020-2021,championship,,,,,,,,,,
Jiri Skalak,10000,520000,"£ 561,195",F,28,Czech Republic,Millwall,2020-2021,championship,,,,,,,,,,
Jon Dadi Bodvarsson,10000,520000,"£ 561,195",F,28,Iceland,Millwall,2020-2021,championship,,,,,,,,,,
Xavi Quintilla,9615,500000,"£ 539,610",F,22,Denmark,Preston,2020-2021,championship,,,,,,,,,,
Emil Riis,9615,500000,"£ 539,610",F,22,Denmark,Preston,2020-2021,championship,,,,,,,,,,
Bartosz Bialkowski,9423,490000,"£ 528,818",K,33,Poland,Millwall,2020-2021,championship,,,,,,,,,,
Jonathan Leko,9423,490000,"£ 528,818",F,21,England,Birmingham,2020-2021,championship,,,,,,,,,,
Ryan Manning,9423,490000,"£ 528,818",D,24,Ireland,Swansea,2020-2021,championship,,,,,,,,,,
Francisco Sierralta,9423,490000,"£ 528,818",D,23,Chile,Watford,2020-2021,championship,,,,,,,,,,
Isaac Vassell,9423,490000,"£ 528,818",F,27,England,Cardiff,2020-2021,championship,,,,,,,,,,
Craig Forsyth,9423,490000,"£ 528,818",D,31,Scotland,Derby County,2020-2021,championship,,,,,,,,,,
Jacob Brown,9423,490000,"£ 528,818",F,22,England,Stoke City,2020-2021,championship,,,,,,,,,,
Paul Arriola,9231,480000,"£ 518,026",M,25,United States,Swansea,2020-2021,championship,,,,,,,,,,
Chris Brunt,9038,470000,"£ 507,234",M,35,Northern Ireland,Bristol,2020-2021,championship,,,,,,,,,,
Todd Kane,9038,470000,"£ 507,234",D,27,England,QPR,2020-2021,championship,,,,,,,,,,
Domingos Quina,9038,470000,"£ 507,234",M,20,Portugal,Watford,2020-2021,championship,,,,,,,,,,
Shaun Hutchinson,9038,470000,"£ 507,234",D,29,England,Millwall,2020-2021,championship,,,,,,,,,,
Jay Fulton,9038,470000,"£ 507,234",M,26,Scotland,Swansea,2020-2021,championship,,,,,,,,,,
Tom Carroll,9038,470000,"£ 507,234",M,28,England,QPR,2020-2021,championship,,,,,,,,,,
Niko Hamalainen,8500,442000,"£ 477,015",D,23,Finland,QPR,2020-2021,championship,,,,,,,,,,
Gavin Whyte,8462,440000,"£ 474,857",F,24,Northern Ireland,Cardiff,2020-2021,championship,,,,,,,,,,
David Marshall,8462,440000,"£ 474,857",K,35,Scotland,Derby County,2020-2021,championship,,,,,,,,,,
Tyler Blackett,8462,440000,"£ 474,857",D,26,England,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Jay Dasilva,8462,440000,"£ 474,857",D,22,England,Bristol,2020-2021,championship,,,,,,,,,,
Cameron Dawson,8462,440000,"£ 474,857",K,25,England,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Ben Hamer,8462,440000,"£ 474,857",K,33,England,Swansea,2020-2021,championship,,,,,,,,,,
Callum O'Dowda,8462,440000,"£ 474,857",M,25,Ireland,Bristol,2020-2021,championship,,,,,,,,,,
Ben Hamer,8462,440000,"£ 474,857",K,32,England,Huddersfield,2020-2021,championship,,,,,,,,,,
Declan John,8269,430000,"£ 464,065",D,25,Wales,Swansea,2020-2021,championship,,,,,,,,,,
Yuri Ribeiro,8077,420000,"£ 453,273",D,23,Portugal,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Felipe Araruna,8077,420000,"£ 453,273",D,24,Brazil,Reading,2020-2021,championship,,,,,,,,,,
Pipa,8077,420000,"£ 453,273",D,22,Spain,Huddersfield,2020-2021,championship,,,,,,,,,,
Shaun Williams,8077,420000,"£ 453,273",M,34,Ireland,Millwall,2020-2021,championship,,,,,,,,,,
Wes Harding,8077,420000,"£ 453,273",D,24,England,Rotherham,2020-2021,championship,,,,,,,,,,
Tobias Figueiredo,8077,420000,"£ 453,273",D,26,Portugal,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Sean Maguire,8077,420000,"£ 453,273",F,26,Ireland,Preston,2020-2021,championship,,,,,,,,,,
Declan Rudd,8077,420000,"£ 453,273",K,29,England,Preston,2020-2021,championship,,,,,,,,,,
Ryan Yates,8077,420000,"£ 453,273",M,22,England,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Dominic Iorfa,8077,420000,"£ 453,273",D,25,England,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Rob Dickie,8077,420000,"£ 453,273",D,24,England,QPR,2020-2021,championship,,,,,,,,,,
Dan Crowley,8077,420000,"£ 453,273",F,23,England,Birmingham,2020-2021,championship,,,,,,,,,,
Josh McEachran,8077,420000,"£ 453,273",M,27,England,Birmingham,2020-2021,championship,,,,,,,,,,
David Nugent,8077,420000,"£ 453,273",F,35,England,Preston,2020-2021,championship,,,,,,,,,,
Bradley Johnson,8077,420000,"£ 453,273",M,33,England,Blackburn,2020-2021,championship,,,,,,,,,,
Tom Lockyer,8077,420000,"£ 453,273",D,25,Wales,Luton Town,2020-2021,championship,,,,,,,,,,
Michael McGovern,8077,420000,"£ 453,273",K,36,Northern Ireland,Norwich,2020-2021,championship,,,,,,,,,,
Sam Field,8000,416000,"£ 448,956",M,22,England,QPR,2020-2021,championship,,,,,,,,,,
Ben Pearson,8000,416000,"£ 448,956",M,26,England,Bournemouth,2020-2021,championship,,,,,,,,,,
Charlie Goode,8000,416000,"£ 448,956",D,25,England,Brentford,2020-2021,championship,,,,,,,,,,
Jordy de Wijs,7692,400000,"£ 431,688",D,26,Netherlands,QPR,2020-2021,championship,,,,,,,,,,
Tom Trybull,7500,390000,"£ 420,896",M,27,Germany,Blackburn,2020-2021,championship,,,,,,,,,,
Paul Gallagher,7500,390000,"£ 420,896",M,36,Scotland,Preston,2020-2021,championship,,,,,,,,,,
Michael Sollbauer,7500,390000,"£ 420,896",D,30,Austria,Barnsley,2020-2021,championship,,,,,,,,,,
Tyler Walker,7500,390000,"£ 420,896",F,24,England,Coventry,2020-2021,championship,,,,,,,,,,
James Garner,7500,390000,"£ 420,896",M,19,England,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Andy Yiadom,7500,390000,"£ 420,896",D,28,Ghana,Reading,2020-2021,championship,,,,,,,,,,
James Garner,7500,390000,"£ 420,896",M,19,England,Watford,2020-2021,championship,,,,,,,,,,
Brice Samba,7500,390000,"£ 420,896",K,26,Congo,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Dimitrios Giannoulis,7500,390000,"£ 420,896",D,25,Greece,Norwich,2020-2021,championship,,,,,,,,,,
Moses Odubajo,7500,390000,"£ 420,896",D,27,England,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Jamie Paterson,7500,390000,"£ 420,896",F,28,England,Bristol,2020-2021,championship,,,,,,,,,,
Tom Bradshaw,7500,390000,"£ 420,896",F,28,Wales,Millwall,2020-2021,championship,,,,,,,,,,
Cauley Woodrow,7500,390000,"£ 420,896",F,25,England,Barnsley,2020-2021,championship,,,,,,,,,,
Sam Surridge,7500,390000,"£ 420,896",F,22,England,Bournemouth,2020-2021,championship,,,,,,,,,,
Patrick Bauer,7500,390000,"£ 420,896",D,27,Germany,Preston,2020-2021,championship,,,,,,,,,,
Taylor Harwood-Bellis,7500,390000,"£ 420,896",D,19,England,Blackburn,2020-2021,championship,,,,,,,,,,
Kieran Dowell,7500,390000,"£ 420,896",F,23,England,Norwich,2020-2021,championship,,,,,,,,,,
Jacob Davenport,7500,390000,"£ 420,896",M,21,England,Blackburn,2020-2021,championship,,,,,,,,,,
Marcus Browne,7500,390000,"£ 420,896",F,22,England,Middlesbrough,2020-2021,championship,,,,,,,,,,
Ryan Leonard,7500,390000,"£ 420,896",M,28,England,Millwall,2020-2021,championship,,,,,,,,,,
Harry Toffolo,7500,390000,"£ 420,896",D,25,England,Huddersfield,2020-2021,championship,,,,,,,,,,
Daniel Johnson,7500,390000,"£ 420,896",F,28,Jamaica,Preston,2020-2021,championship,,,,,,,,,,
Alex Pearce,7500,390000,"£ 420,896",D,31,Ireland,Millwall,2020-2021,championship,,,,,,,,,,
Ilias Chair,6923,360000,"£ 388,519",F,22,Morocco,QPR,2020-2021,championship,,,,,,,,,,
Curtis Nelson,6538,340000,"£ 366,935",D,27,England,Cardiff,2020-2021,championship,,,,,,,,,,
Richard Keogh,6538,340000,"£ 366,935",D,34,Ireland,Huddersfield,2020-2021,championship,,,,,,,,,,
Ryan Ledson,6538,340000,"£ 366,935",M,23,England,Preston,2020-2021,championship,,,,,,,,,,
Gustavo Hamer,6538,340000,"£ 366,935",M,23,Netherlands,Coventry,2020-2021,championship,,,,,,,,,,
Dominik Frieser,6538,340000,"£ 366,935",F,27,Austria,Barnsley,2020-2021,championship,,,,,,,,,,
Graeme Shinnie,6538,340000,"£ 366,935",M,29,Scotland,Derby County,2020-2021,championship,,,,,,,,,,
David Davis,6538,340000,"£ 366,935",M,29,England,Birmingham,2020-2021,championship,,,,,,,,,,
Adam Clayton,6538,340000,"£ 366,935",M,31,England,Birmingham,2020-2021,championship,,,,,,,,,,
Josh Tymon,6538,340000,"£ 366,935",D,21,England,Stoke City,2020-2021,championship,,,,,,,,,,
Naby Sarr,6538,340000,"£ 366,935",D,27,Senegal,Huddersfield,2020-2021,championship,,,,,,,,,,
Dominic Ball,6346,330000,"£ 356,143",M,25,England,QPR,2020-2021,championship,,,,,,,,,,
Bright Osayi-Samuel,6346,330000,"£ 356,143",F,22,Nigeria,QPR,2020-2021,championship,,,,,,,,,,
Przemyslaw Placheta,6154,320000,"£ 345,351",F,22,Poland,Norwich,2020-2021,championship,,,,,,,,,,
Darnell Fisher,5962,310000,"£ 334,558",D,26,England,Preston,2020-2021,championship,,,,,,,,,,
Ben Brereton,5962,310000,"£ 334,558",F,21,England,Blackburn,2020-2021,championship,,,,,,,,,,
Derrick Williams,5962,310000,"£ 334,558",D,27,Ireland,Blackburn,2020-2021,championship,,,,,,,,,,
Liam Walsh,5962,310000,"£ 334,558",M,23,England,Bristol,2020-2021,championship,,,,,,,,,,
Dillon Phillips,5962,310000,"£ 334,558",K,25,England,Cardiff,2020-2021,championship,,,,,,,,,,
George Evans,5962,310000,"£ 334,558",M,25,England,Derby County,2020-2021,championship,,,,,,,,,,
Anfernee Dijksteel,5962,310000,"£ 334,558",D,23,Netherlands,Middlesbrough,2020-2021,championship,,,,,,,,,,
Darnell Fisher,5962,310000,"£ 334,558",D,26,England,Middlesbrough,2020-2021,championship,,,,,,,,,,
Marvin Johnson,5962,310000,"£ 334,558",M,29,England,Middlesbrough,2020-2021,championship,,,,,,,,,,
Ben Thompson,5962,310000,"£ 334,558",M,25,England,Millwall,2020-2021,championship,,,,,,,,,,
Frank Fielding,5962,310000,"£ 334,558",K,32,England,Millwall,2020-2021,championship,,,,,,,,,,
George Evans,5962,310000,"£ 334,558",M,26,England,Millwall,2020-2021,championship,,,,,,,,,,
Mahlon Romeo,5962,310000,"£ 334,558",D,25,Antigua and Barbuda,Millwall,2020-2021,championship,,,,,,,,,,
Murray Wallace,5962,310000,"£ 334,558",D,27,Scotland,Millwall,2020-2021,championship,,,,,,,,,,
Shane Ferguson,5962,310000,"£ 334,558",M,29,Northern Ireland,Millwall,2020-2021,championship,,,,,,,,,,
Abdoulaye Diallo,5962,310000,"£ 334,558",K,28,Senegal,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Andrew Hughes,5962,310000,"£ 334,558",D,28,Wales,Preston,2020-2021,championship,,,,,,,,,,
Billy Bodin,5962,310000,"£ 334,558",F,28,Wales,Preston,2020-2021,championship,,,,,,,,,,
Daniel Iversen,5962,310000,"£ 334,558",K,23,Denmark,Preston,2020-2021,championship,,,,,,,,,,
Josh Harrop,5962,310000,"£ 334,558",F,24,England,Preston,2020-2021,championship,,,,,,,,,,
Louis Moult,5962,310000,"£ 334,558",F,28,England,Preston,2020-2021,championship,,,,,,,,,,
Paul Huntington,5962,310000,"£ 334,558",D,33,England,Preston,2020-2021,championship,,,,,,,,,,
Tom Bayliss,5962,310000,"£ 334,558",M,21,England,Preston,2020-2021,championship,,,,,,,,,,
Joe Lumley,5962,310000,"£ 334,558",K,25,England,QPR,2020-2021,championship,,,,,,,,,,
Lyndon Dykes,5962,310000,"£ 334,558",F,25,Scotland,QPR,2020-2021,championship,,,,,,,,,,
Michael Morrison,5962,310000,"£ 334,558",D,32,England,Reading,2020-2021,championship,,,,,,,,,,
George Hirst,5962,310000,"£ 334,558",F,21,England,Rotherham,2020-2021,championship,,,,,,,,,,
George Edmundson,5577,290000,"£ 312,974",D,23,England,Derby County,2020-2021,championship,,,,,,,,,,
Freddie Woodman,5577,290000,"£ 312,974",K,23,England,Swansea,2020-2021,championship,,,,,,,,,,
Joe Morrell,5577,290000,"£ 312,974",M,23,Wales,Luton Town,2020-2021,championship,,,,,,,,,,
Luke Thomas,5577,290000,"£ 312,974",F,21,England,Barnsley,2020-2021,championship,,,,,,,,,,
Jon Toral,5577,290000,"£ 312,974",F,25,Spain,Birmingham,2020-2021,championship,,,,,,,,,,
Simon Sluga,5577,290000,"£ 312,974",K,27,Croatia,Luton Town,2020-2021,championship,,,,,,,,,,
Dael Fry,5577,290000,"£ 312,974",D,23,England,Middlesbrough,2020-2021,championship,,,,,,,,,,
Marcus Forss,5577,290000,"£ 312,974",F,21,Finland,Brentford,2020-2021,championship,,,,,,,,,,
Han-Noah Massengo,5577,290000,"£ 312,974",M,19,France,Bristol,2020-2021,championship,,,,,,,,,,
Alex Mowatt,5577,290000,"£ 312,974",M,25,England,Barnsley,2020-2021,championship,,,,,,,,,,
Jarrad Branthwaite,5500,286000,"£ 308,657",D,18,England,Blackburn,2020-2021,championship,,,,,,,,,,
Fin Stevens,5385,280000,"£ 302,182",D,17,England,Brentford,2020-2021,championship,,,,,,,,,,
Brad Potts,5000,260000,"£ 280,597",M,26,England,Preston,2020-2021,championship,,,,,,,,,,
Yan Dhanda,5000,260000,"£ 280,597",F,21,England,Swansea,2020-2021,championship,,,,,,,,,,
Jayden Stockley,5000,260000,"£ 280,597",F,27,England,Preston,2020-2021,championship,,,,,,,,,,
Jake Clarke-Salter,5000,260000,"£ 280,597",D,23,England,Birmingham,2020-2021,championship,,,,,,,,,,
Marc Guehi,5000,260000,"£ 280,597",D,20,England,Swansea,2020-2021,championship,,,,,,,,,,
Adam Idah,5000,260000,"£ 280,597",F,19,Ireland,Norwich,2020-2021,championship,,,,,,,,,,
Lewis Wing,5000,260000,"£ 280,597",M,25,England,Rotherham,2020-2021,championship,,,,,,,,,,
Ben Sheaf,5000,260000,"£ 280,597",M,22,England,Coventry,2020-2021,championship,,,,,,,,,,
Martin Cranie,5000,260000,"£ 280,597",D,34,England,Luton Town,2020-2021,championship,,,,,,,,,,
Florian Jozefzoon,5000,260000,"£ 280,597",F,29,Netherlands,Rotherham,2020-2021,championship,,,,,,,,,,
Lewis Gibson,5000,260000,"£ 280,597",D,20,England,Reading,2020-2021,championship,,,,,,,,,,
Brad Collins,5000,260000,"£ 280,597",K,23,England,Barnsley,2020-2021,championship,,,,,,,,,,
Andy Rinomhota,5000,260000,"£ 280,597",M,23,England,Reading,2020-2021,championship,,,,,,,,,,
Tom Dele-Bashiru,5000,260000,"£ 280,597",M,21,Nigeria,Watford,2020-2021,championship,,,,,,,,,,
Lewis Wing,5000,260000,"£ 280,597",M,25,England,Middlesbrough,2020-2021,championship,,,,,,,,,,
Hakeeb Adelakun,5000,260000,"£ 280,597",F,24,England,Bristol,2020-2021,championship,,,,,,,,,,
Tariqe Fosu,5000,260000,"£ 280,597",F,24,Ghana,Brentford,2020-2021,championship,,,,,,,,,,
Loic Mbe Soh,5000,260000,"£ 280,597",D,19,France,Nottingham Forest,2020-2021,championship,,,,,,,,,,
Mason Bennett,5000,260000,"£ 280,597",F,24,England,Millwall,2020-2021,championship,,,,,,,,,,
Luka Racic,5000,260000,"£ 280,597",D,21,Denmark,Brentford,2020-2021,championship,,,,,,,,,,
Brendan Galloway,5000,260000,"£ 280,597",D,24,England,Luton Town,2020-2021,championship,,,,,,,,,,
Mark Travers,5000,260000,"£ 280,597",K,21,Ireland,Bournemouth,2020-2021,championship,,,,,,,,,,
Filip Stuparevic,5000,260000,"£ 280,597",F,20,Serbia,Watford,2020-2021,championship,,,,,,,,,,
Nathan Collins,5000,260000,"£ 280,597",D,19,Ireland,Stoke City,2020-2021,championship,,,,,,,,,,
Lewis O'Brien,5000,260000,"£ 280,597",M,22,England,Huddersfield,2020-2021,championship,,,,,,,,,,
Duane Holmes,5000,260000,"£ 280,597",M,25,United States,Derby County,2020-2021,championship,,,,,,,,,,
Tashan Oakley-Boothe,5000,260000,"£ 280,597",M,20,England,Stoke City,2020-2021,championship,,,,,,,,,,
Jason Knight,5000,260000,"£ 280,597",M,19,Ireland,Derby County,2020-2021,championship,,,,,,,,,,
Danny Grant,5000,260000,"£ 280,597",F,21,Ireland,Huddersfield,2020-2021,championship,,,,,,,,,,
Ben Wilmot,5000,260000,"£ 280,597",D,20,England,Watford,2020-2021,championship,,,,,,,,,,
Sepp van den Berg,5000,260000,"£ 280,597",D,19,Netherlands,Preston,2020-2021,championship,,,,,,,,,,
Aapo Halme,5000,260000,"£ 280,597",D,22,Finland,Barnsley,2020-2021,championship,,,,,,,,,,
